CardID,MaritalStatus,NumChildren,LoS,HHIncomeMed
"C0105894084","M",1,1.430137,83782.158879
"C0105894299","",0,1.128767,69648.426771
"C0105894312","M",3,2.805479,43993.346965
"C0105894976","",0,-0.742466,32150.944548
"C0105895569","M",1,0.736986,47228.919340
"C0105897144","S",0,2.424658,51536.912137
"C0105897364","S",1,-0.597260,39433.271279
"C0105897450","S",1,0.665753,52417.676321
"C0105898293","S",0,0.586301,71776.177252
"C0105899120","S",2,0.282192,62693.258461
"C0105900004","",0,2.271233,88015.076144
"C0105901840","M",3,0.120548,88015.076144
"C0105902989","M",2,-0.934247,50951.567125
"C0105903217","M",0,2.638356,88015.076144
"C0105903326","",0,0.810959,58619.037446
"C0105903442","S",2,2.347945,75023.346660
"C0105903690","",4,1.161644,60181.585131
"C0105903747","S",0,0.534247,87109.286782
"C0105904997","S",0,2.317808,74116.946928
"C0105906894","S",0,0.750685,60209.051790
"C0105907080","S",0,-0.706849,66987.823115
"C0105907162","S",2,-0.476712,51937.314982
"C0105907336","S",3,1.482192,60041.810358
"C0105909128","",0,0.871233,46577.043977
"C0105909346","S",1,1.098630,70698.263497
"C0105909439","",0,1.232877,48268.990143
"C0105910208","S",3,1.408219,70943.021943
"C0105910753","",2,0.468493,35038.605914
"C0105911298","M",1,0.476712,56732.383190
"C0105912800","",0,-0.484932,37714.468825
"C0105912986","S",0,1.947945,82066.408277
"C0105913208","",1,0.726027,63811.456648
"C0105913829","S",3,2.852055,37524.033326
"C0105913840","M",0,1.082192,63953.672903
"C0105913867","S",0,0.476712,87747.734001
"C0105913970","M",1,2.416438,43762.627033
"C0105914124","M",3,2.624658,18611.713004
"C0105915017","",1,1.857534,26865.138707
"C0105915077","",0,2.898630,32402.417066
"C0105916445","",0,1.504110,20749.229408
"C0105916943","M",0,-0.671233,47002.471999
"C0105917005","S",0,1.224658,83718.680380
"C0105917459","M",0,0.180822,80119.937742
"C0105917788","",0,0.134247,65729.850154
"C0105917806","M",2,-0.767123,26100.344859
"C0105917871","S",0,0.216438,63818.170721
"C0105919214","M",2,2.991781,43332.926420
"C0105919368","",1,2.775342,45417.950987
"C0105919466","S",1,0.816438,55821.710868
"C0105919485","",0,1.926027,33291.116062
"C0105919491","S",0,1.671233,70722.678304
"C0105919705","S",0,1.326027,51732.230598
"C0105919866","S",0,-0.695890,71839.045381
"C0105920365","M",3,2.101370,43252.357555
"C0105920402","",2,2.290411,51928.769799
"C0105920836","S",3,-0.452055,26795.556505
"C0105921047","",0,2.484932,88015.076144
"C0105922024","M",0,2.369863,83728.446303
"C0105922416","",0,2.980822,26149.784845
"C0105922942","",3,1.106849,35916.318247
"C0105923219","M",1,0.980822,88015.076144
"C0105923412","M",1,1.832877,88015.076144
"C0105923421","S",2,2.772603,41271.095920
"C0105923633","S",1,2.673973,78702.047792
"C0105924072","M",6,1.758904,37889.645070
"C0105924570","",0,-0.506849,56314.889981
"C0105924838","M",2,2.657534,68023.621326
"C0105925427","M",0,2.635616,31872.005371
"C0105925722","M",0,1.208219,88015.076144
"C0105926258","",2,0.043836,35146.031068
"C0105926370","",0,2.104110,46006.347850
"C0105926430","M",0,1.632877,40784.630879
"C0105926907","",0,-0.671233,72912.076174
"C0105927025","",0,2.600000,85482.650227
"C0105927088","M",0,0.413699,58556.779687
"C0105927655","",1,1.134247,53230.689413
"C0105927932","",1,0.704110,64576.250496
"C0105927973","",2,0.893151,67490.768151
"C0105928130","",0,1.402740,32401.196326
"C0105928520","",1,2.849315,18647.724845
"C0105929038","M",1,1.624658,54574.724570
"C0105929272","S",1,0.723288,37453.840754
"C0105929653","",0,0.005479,45477.767266
"C0105930037","",1,1.304110,71477.706229
"C0105930403","M",2,2.369863,57686.391797
"C0105930816","",1,-0.558904,42159.184545
"C0105930937","M",1,1.704110,77094.943083
"C0105931611","S",0,-0.597260,53031.708731
"C0105931792","M",1,2.835616,44440.748314
"C0105931866","",0,2.400000,82107.913450
"C0105932158","M",3,0.841096,53165.990173
"C0105932260","S",0,1.000000,82107.913450
"C0105932516","S",0,2.698630,45237.281411
"C0105932950","",0,2.178082,74978.789636
"C0105933179","M",3,1.753425,85431.989502
"C0105933264","S",0,2.676712,70695.211646
"C0105933871","S",0,2.506849,30986.968596
"C0105934044","M",1,2.495890,62620.624409
"C0105934674","S",0,0.994521,88015.076144
"C0105934746","M",1,-0.468493,38163.090915
"C0105935043","M",1,0.712329,88015.076144
"C0105935265","",2,2.265753,81405.377361
"C0105935630","",0,0.860274,47172.154912
"C0105935753","S",0,0.843836,88015.076144
"C0105935944","",0,1.594521,38183.843501
"C0105936120","S",0,-0.715068,45358.134709
"C0105936214","S",0,1.613699,46556.291391
"C0105937463","M",0,1.350685,63407.391583
"C0105938575","S",0,-0.602740,51984.923856
"C0105939078","M",1,0.257534,74074.831385
"C0105939873","M",4,2.701370,37887.203589
"C0105939920","S",1,0.178082,35338.297678
"C0105941014","S",0,1.775342,52479.934080
"C0105941691","S",0,0.213699,72916.348766
"C0105941804","",0,0.997260,88015.076144
"C0105941874","",3,0.087671,83728.446303
"C0105941925","M",0,1.835616,53391.827143
"C0105942266","",1,-0.750685,73863.643300
"C0105942516","",1,1.597260,67070.833460
"C0105943297","",3,0.115068,58603.167821
"C0105943961","",0,0.641096,44440.748314
"C0105944136","M",1,1.175342,70902.737510
"C0105944826","M",4,2.750685,22934.354686
"C0105945511","S",0,1.095890,48484.450819
"C0105945673","M",2,1.876712,34019.287698
"C0105945792","S",0,2.350685,32912.076174
"C0105946202","M",1,1.997260,77545.396283
"C0105946813","",1,0.909589,39906.308176
"C0105948227","S",4,1.000000,61916.867580
"C0105948656","M",0,0.638356,22873.317667
"C0105949103","M",1,2.397260,53376.567888
"C0105949273","S",3,2.904110,69218.726157
"C0105949509","",0,0.852055,62623.065889
"C0105951945","",2,2.665753,55620.288705
"C0105952595","",0,1.136986,69158.299509
"C0105952688","M",3,1.904110,88015.076144
"C0105953659","S",0,0.265753,40462.965789
"C0105953735","M",2,2.241096,84156.926176
"C0105953852","S",1,2.890411,56175.725578
"C0105953925","",1,-0.879452,49794.915616
"C0105955492","M",3,2.704110,34799.951170
"C0105955588","M",1,1.142466,60952.482681
"C0105956075","M",2,0.175342,31352.580340
"C0105956371","S",0,-0.797260,69635.608997
"C0105957297","",0,0.621918,54339.121677
"C0105957940","M",4,2.197260,51913.510544
"C0105958039","S",1,1.221918,70863.673818
"C0105958237","M",0,2.608219,26256.599628
"C0105958952","M",1,1.134247,42670.674764
"C0105959009","M",2,2.175342,42572.405164
"C0105959085","",0,2.920548,50246.589557
"C0105959692","",0,0.624658,46108.890042
"C0105960697","",1,-0.501370,46647.846919
"C0105961340","S",0,0.778082,83459.273049
"C0105962077","",0,1.065753,27016.510514
"C0105962604","S",0,2.320548,80614.337596
"C0105963638","M",2,0.989041,41072.725608
"C0105964434","S",0,0.778082,63990.295114
"C0105964569","",0,0.380822,32218.085269
"C0105964593","S",3,-0.890411,39349.650563
"C0105964966","",1,2.810959,63176.671651
"C0105965887","",1,2.731507,63167.516099
"C0105966541","",1,1.186301,29963.988159
"C0105966886","M",1,1.293151,82066.408277
"C0105967734","S",0,0.104110,83718.680380
"C0105967877","S",0,0.849315,88015.076144
"C0105968034","",0,2.906849,84156.926176
"C0105968207","S",2,0.063014,34838.404492
"C0105968228","M",0,2.131507,61678.212836
"C0105969605","M",4,1.709589,71134.067812
"C0105969793","",0,1.016438,71078.524125
"C0105969941","S",0,0.797260,42174.443800
"C0105970054","",0,1.712329,63823.664052
"C0105970113","S",1,2.306849,56151.921140
"C0105971598","M",3,-0.830137,64651.326029
"C0105972209","",0,1.246575,29945.677053
"C0105973018","S",0,1.128767,66365.245521
"C0105973084","",1,2.106849,54879.299295
"C0105973597","S",1,-0.580822,55042.268136
"C0105973709","",0,2.849315,32002.014222
"C0105973746","M",0,1.909589,34229.865413
"C0105974661","M",1,2.465753,83510.544145
"C0105974785","M",1,0.112329,40285.348064
"C0105975540","M",2,0.879452,32148.503067
"C0105976237","M",1,2.884932,42701.193274
"C0105977396","S",4,2.421918,70706.808679
"C0105977801","M",4,1.380822,67988.830226
"C0105979413","M",2,2.243836,67967.467269
"C0105979451","S",0,2.145205,71110.873745
"C0105980146","S",1,2.158904,28966.643269
"C0105982394","M",0,0.306849,43990.295114
"C0105984010","",0,1.915068,63765.678884
"C0105984060","M",0,0.153425,88015.076144
"C0105984114","M",2,2.021918,38794.824061
"C0105984148","",0,1.920548,46585.589160
"C0105984304","",0,2.043836,63790.704062
"C0105984875","M",1,1.704110,88015.076144
"C0105985036","",0,1.868493,71088.900418
"C0105985572","M",0,2.956164,48455.763421
"C0105987210","S",0,1.315068,88015.076144
"C0105987398","",0,2.997260,62605.365154
"C0105987650","",0,1.980822,56090.884121
"C0105988546","S",0,2.128767,78788.720359
"C0105988734","",0,2.567123,38048.951689
"C0105988840","",0,0.249315,65946.531571
"C0105988851","",0,0.194521,88015.076144
"C0105991572","S",3,1.465753,88015.076144
"C0105991616","S",2,0.860274,82063.356426
"C0105994668","M",1,-0.747945,73123.264260
"C0105997861","",0,2.736986,66920.072024
"C0105998355","",0,2.484932,32395.702994
"C0105999419","S",0,1.750685,33931.394391
"C0106000402","M",0,2.323288,41102.023377
"C0106000648","",0,0.424658,75506.759850
"C0106000659","M",0,0.547945,46584.978790
"C0106002077","S",0,2.306849,41133.152257
"C0106002400","S",0,0.312329,47846.003601
"C0106003625","S",0,2.246575,33447.370830
"C0106003724","S",0,2.852055,26223.029267
"C0106005051","",1,0.082192,71468.550676
"C0106005120","",2,2.010959,76614.581744
"C0106005265","",0,2.753425,87747.734001
"C0106006320","M",2,1.315068,71481.368450
"C0106006853","S",0,2.731507,50801.416059
"C0106009466","M",0,1.339726,64457.228309
"C0106009499","M",1,2.704110,67973.570971
"C0106009567","",1,2.210959,33592.638936
"C0106010575","",3,2.967123,23991.515854
"C0106010637","S",3,2.323288,88015.076144
"C0106010952","S",0,-0.493151,82908.108768
"C0106010975","",2,1.956164,77469.710379
"C0106011038","",1,-0.871233,60513.626514
"C0106011649","S",1,1.200000,56156.804102
"C0106011710","M",1,1.939726,55395.062105
"C0106011885","",0,1.172603,88015.076144
"C0106013114","M",1,1.526027,50146.488845
"C0106013511","",1,2.528767,40871.303446
"C0106013602","M",2,1.071233,43135.776849
"C0106013950","",3,2.339726,59383.831294
"C0106014463","S",3,0.753425,56049.989319
"C0106014514","M",5,0.947945,70924.710837
"C0106014716","",0,-0.547945,85831.781976
"C0106014982","",0,1.238356,77068.086795
"C0106016137","M",2,0.120548,42514.419996
"C0106016146","",4,-0.827397,71773.125401
"C0106016194","",0,2.734247,88015.076144
"C0106016273","",5,0.742466,54605.243080
"C0106016364","",4,0.619178,62039.551988
"C0106016389","",0,2.189041,56031.678213
"C0106018555","M",4,1.561644,52828.455458
"C0106019063","",5,1.632877,64665.974914
"C0106019609","M",0,0.136986,55067.903684
"C0106019863","",0,0.260274,88015.076144
"C0106020163","S",1,1.479452,41144.749290
"C0106020244","",1,2.345205,41340.678121
"C0106020713","S",2,-0.975342,39776.909696
"C0106020778","S",2,2.284932,42235.480819
"C0106021033","M",0,0.860274,39956.968902
"C0106021099","",2,0.169863,70669.576098
"C0106021224","",0,1.175342,26226.081118
"C0106021240","M",4,2.778082,62701.803644
"C0106021626","M",3,1.868493,63823.664052
"C0106022049","M",0,0.295890,56018.860439
"C0106022173","",0,0.961644,71784.722434
"C0106022509","M",1,1.512329,62729.880673
"C0106022593","M",2,2.783562,27750.175481
"C0106022776","M",2,1.435616,42386.242256
"C0106023103","S",0,0.498630,70065.309610
"C0106023689","M",2,1.630137,88015.076144
"C0106023702","M",2,2.923288,47308.877834
"C0106024427","S",0,-0.635616,84150.822474
"C0106024792","",2,0.635616,42498.550371
"C0106024936","M",0,2.317808,42652.974029
"C0106024997","",2,0.756164,74999.542222
"C0106025081","",1,-0.830137,88015.076144
"C0106025310","M",2,1.534247,62297.128208
"C0106025923","M",0,0.320548,55566.576128
"C0106026869","",0,1.043836,43222.449416
"C0106026931","M",1,1.041096,20820.642720
"C0106027315","S",0,2.487671,45982.543413
"C0106027358","M",1,0.158904,38795.434431
"C0106027705","M",2,0.852055,67969.908750
"C0106028158","",2,2.438356,59988.708151
"C0106028331","M",2,-0.536986,23506.271554
"C0106028566","",2,1.353425,88015.076144
"C0106028898","S",0,0.668493,46628.925443
"C0106030809","",1,0.443836,69600.207526
"C0106031091","",1,2.027397,46013.672292
"C0106031996","",2,0.112329,71792.657247
"C0106032467","",2,2.972603,72163.762322
"C0106032698","",0,0.128767,75009.918516
"C0106033341","",0,0.835616,47963.805048
"C0106034250","S",1,-0.572603,70293.588061
"C0106035441","",4,2.136986,58416.394543
"C0106037289","M",1,2.120548,68010.193182
"C0106037371","",0,1.295890,42178.716391
"C0106037417","",0,2.227397,88015.076144
"C0106037886","M",2,1.169863,60208.441420
"C0106038157","S",0,2.682192,78720.358898
"C0106039656","",0,1.375342,55852.229377
"C0106040285","",0,0.473973,50940.580462
"C0106040741","S",0,1.301370,64685.506760
"C0106040849","S",0,2.243836,64757.530442
"C0106040919","S",0,2.232877,53204.443495
"C0106041273","S",1,-0.709589,33283.181249
"C0106041605","",0,2.213699,77104.709006
"C0106041791","",2,1.189041,83728.446303
"C0106042015","",5,2.095890,50905.178991
"C0106042377","M",0,0.934247,57672.353282
"C0106043113","M",1,1.879452,19863.582263
"C0106043201","M",0,2.586301,30971.098972
"C0106043786","S",0,-0.569863,32444.532609
"C0106043816","M",4,2.424658,88015.076144
"C0106044875","S",2,1.830137,55783.867916
"C0106044927","S",0,1.101370,70065.919980
"C0106045015","",2,2.063014,46233.405560
"C0106045387","M",1,-0.734247,39955.748161
"C0106046894","",0,0.926027,88015.076144
"C0106046924","S",2,0.235616,32854.091006
"C0106047419","M",1,0.232877,29968.871120
"C0106047504","",0,2.471233,64745.933409
"C0106048892","M",1,0.172603,65070.039979
"C0106050009","",2,2.265753,72246.772668
"C0106050251","S",0,1.632877,52838.221381
"C0106051055","",0,1.739726,34752.952666
"C0106051860","M",1,0.273973,26135.135960
"C0106052205","",0,-0.556164,70896.633808
"C0106052582","",0,0.950685,65030.365917
"C0106053025","M",3,2.509589,84156.926176
"C0106053960","S",0,0.153425,61653.187658
"C0106054177","M",3,2.786301,61114.841151
"C0106054286","",2,2.715068,29707.022309
"C0106054485","S",0,1.353425,85831.781976
"C0106055109","",1,0.432877,88015.076144
"C0106055184","M",2,2.326027,88015.076144
"C0106055590","S",0,-0.684932,33291.116062
"C0106055939","",1,1.517808,48464.918973
"C0106056218","M",1,0.512329,86497.695853
"C0106056276","S",3,1.326027,29666.127506
"C0106056362","S",1,0.208219,52495.803705
"C0106056544","",0,0.038356,46638.691366
"C0106057621","",1,0.101370,83420.209357
"C0106057707","M",0,1.336986,74073.000275
"C0106058312","",2,1.726027,70745.872372
"C0106058597","M",2,1.536986,57458.723716
"C0106058860","M",3,0.884932,65135.349590
"C0106060605","M",1,0.065753,72223.578600
"C0106060733","M",1,0.695890,69208.960234
"C0106061187","S",0,-0.638356,31493.575854
"C0106061561","M",2,2.901370,73208.716086
"C0106061587","M",1,0.934247,64593.340861
"C0106062746","S",0,0.542466,67995.544298
"C0106062810","S",1,-0.813699,83782.158879
"C0106063236","M",1,0.139726,67991.271706
"C0106063447","S",0,1.200000,85480.819117
"C0106063470","M",1,1.241096,77093.722343
"C0106063784","M",1,2.739726,47802.056948
"C0106064020","M",0,1.446575,58590.350047
"C0106064448","S",1,1.298630,32443.311869
"C0106064539","S",1,2.983562,82919.095431
"C0106064688","S",0,0.435616,65918.454543
"C0106064896","M",0,1.912329,51502.121036
"C0106064923","",1,1.479452,57011.322367
"C0106065088","",2,0.345205,69649.647511
"C0106065405","",3,0.202740,74979.400006
"C0106065608","S",0,0.465753,51489.913633
"C0106065900","S",2,2.295890,62602.923673
"C0106067239","M",1,1.926027,70650.654622
"C0106067601","S",0,2.273973,55780.205695
"C0106068113","S",0,2.243836,66386.608478
"C0106068196","S",2,0.279452,46214.484085
"C0106068257","M",0,-0.728767,47971.739860
"C0106068509","S",7,-0.610959,31323.892941
"C0106069675","",0,0.673973,54046.143986
"C0106070763","S",3,0.073973,39292.275765
"C0106071080","M",4,1.545205,56507.766961
"C0106071213","M",3,2.671233,55717.337565
"C0106071222","M",0,0.063014,44377.880184
"C0106071224","M",3,0.106849,30809.961241
"C0106071537","M",2,0.986301,45717.642750
"C0106072399","M",2,2.665753,78784.447768
"C0106072631","M",0,-0.550685,63945.127720
"C0106073376","S",4,1.178082,67459.639271
"C0106073991","S",0,2.416438,88015.076144
"C0106074081","M",0,-0.663014,40342.722861
"C0106075080","S",0,2.594521,85480.819117
"C0106075454","M",3,2.005479,30730.002747
"C0106076285","M",0,-0.813699,41572.618793
"C0106077069","",0,2.665753,72191.839351
"C0106077274","S",0,1.838356,32068.544572
"C0106078979","S",0,1.183562,41116.061892
"C0106079135","M",1,-0.539726,87109.286782
"C0106079690","M",1,1.520548,53371.684927
"C0106079948","S",0,1.687671,88015.076144
"C0106080640","S",0,-0.583562,81373.638112
"C0106081730","M",1,1.150685,62753.074740
"C0106081874","",2,1.539726,30599.993896
"C0106082404","S",1,2.493151,82364.268929
"C0106083223","M",1,0.627397,70894.192328
"C0106083818","",0,1.065753,71776.177252
"C0106084107","M",1,2.621918,17973.876156
"C0106084855","M",2,0.087671,52445.142979
"C0106085004","S",2,-0.490411,32168.034913
"C0106085093","S",0,2.287671,68879.360332
"C0106085379","M",1,1.158904,37456.282235
"C0106085456","S",0,0.197260,79959.410382
"C0106086400","S",0,0.372603,45673.696097
"C0106086536","S",1,0.139726,25861.079745
"C0106086969","S",0,1.857534,66667.378765
"C0106087010","M",0,0.630137,64654.377880
"C0106087373","M",0,2.019178,41012.909330
"C0106087452","",0,2.468493,42577.898495
"C0106087619","",0,0.906849,41084.933012
"C0106088071","M",0,0.041096,85823.847163
"C0106088656","S",0,0.460274,42457.655568
"C0106089904","M",1,2.465753,60265.816218
"C0106089985","M",5,2.019178,48998.382519
"C0106090055","",1,2.282192,35833.307901
"C0106090062","",1,0.479452,55546.433912
"C0106090171","S",0,0.054795,67864.314707
"C0106090692","S",0,2.465753,88015.076144
"C0106091471","M",5,1.038356,86122.318186
"C0106091520","M",2,0.819178,80029.602954
"C0106091696","",2,2.906849,70324.716941
"C0106092456","",0,0.276712,88015.076144
"C0106092714","",0,2.800000,24116.031373
"C0106092848","M",4,-0.682192,50098.269601
"C0106092911","",2,2.750685,26996.978668
"C0106093005","",0,0.556164,26996.978668
"C0106093616","",0,0.030137,70452.284310
"C0106093827","S",0,0.567123,65101.168859
"C0106093857","M",5,2.545205,58376.110111
"C0106094116","M",1,2.717808,69638.050478
"C0106094207","",0,2.975342,83782.158879
"C0106094767","",0,2.476712,83389.080477
"C0106096488","",1,0.002740,60733.970153
"C0106096911","M",4,0.635616,69613.025300
"C0106097281","",3,0.652055,14782.860805
"C0106098603","S",1,-0.619178,64654.377880
"C0106098613","",2,0.408219,35360.881375
"C0106098777","M",1,0.909589,84190.496536
"C0106099606","S",0,2.649315,37229.224525
"C0106100030","S",0,0.942466,45339.823603
"C0106101210","S",0,2.216438,41055.635243
"C0106102434","M",4,2.786301,71344.645528
"C0106102535","M",1,-0.731507,30971.709342
"C0106102843","M",0,2.983562,55368.816187
"C0106103102","",1,0.802740,50090.334788
"C0106103987","",1,1.926027,35252.235481
"C0106104561","M",2,1.772603,64380.321665
"C0106105166","S",0,1.471233,71792.657247
"C0106105220","",1,1.008219,87109.286782
"C0106105374","M",5,1.652055,83782.158879
"C0106105573","M",2,0.419178,45961.180456
"C0106105650","S",0,1.057534,62050.538652
"C0106105692","",0,2.271233,42358.775597
"C0106106164","M",2,2.419178,56342.356639
"C0106106181","S",1,1.273973,31958.677938
"C0106106211","",0,1.846575,86856.593524
"C0106106582","",0,-0.701370,55816.217536
"C0106106599","M",1,0.227397,28232.367931
"C0106107054","M",3,2.975342,88015.076144
"C0106107542","",3,2.304110,34594.866787
"C0106107799","M",2,2.728767,31035.798212
"C0106108306","",0,1.336986,30101.321451
"C0106109781","M",0,0.545205,74055.299539
"C0106110559","M",0,-0.827397,55340.128788
"C0106111422","S",0,1.342466,56565.141758
"C0106111675","M",1,2.983562,73860.591449
"C0106112254","S",1,1.517808,70661.030915
"C0106112690","M",4,2.991781,63699.758904
"C0106113826","",0,0.279452,42387.462996
"C0106115022","M",2,2.553425,64356.517228
"C0106116635","M",1,0.890411,84912.564470
"C0106117018","S",0,0.882192,71791.436506
"C0106118403","",3,1.816438,77472.151860
"C0106118956","",0,0.780822,69122.287667
"C0106119207","M",1,2.024658,47399.822993
"C0106119394","M",1,1.326027,42220.831935
"C0106120700","",3,2.008219,75023.346660
"C0106120711","M",1,2.235616,83437.910092
"C0106120789","",1,1.049315,78717.307047
"C0106120997","",0,1.550685,72955.412458
"C0106121023","M",0,2.578082,71295.815912
"C0106121077","S",2,1.032877,31561.326945
"C0106121228","",2,1.378082,77079.683828
"C0106121435","",4,2.687671,51540.574358
"C0106122505","S",0,1.158904,44070.253609
"C0106122933","",0,2.468493,58573.870052
"C0106123017","S",3,1.572603,26964.629048
"C0106123050","M",1,0.561644,88015.076144
"C0106123076","S",0,2.019178,71073.030793
"C0106124003","S",1,-0.682192,50915.555284
"C0106124293","S",0,2.484932,35406.048769
"C0106124313","",0,1.139726,69621.570482
"C0106124323","",0,0.547945,54427.014985
"C0106127573","",3,0.531507,88015.076144
"C0106127795","M",2,1.819178,65887.325663
"C0106127966","M",0,1.043836,35852.229377
"C0106128395","S",1,0.413699,15511.032441
"C0106128648","S",1,1.876712,25113.376263
"C0106129297","",0,-0.484932,69166.844691
"C0106129731","M",3,-0.778082,82107.913450
"C0106130585","S",0,1.665753,55390.179144
"C0106130612","M",2,0.961644,83482.467116
"C0106130913","M",3,2.750685,66448.866237
"C0106131789","M",0,1.610959,68001.037629
"C0106131895","S",0,0.364384,67115.390484
"C0106131998","S",0,1.736986,23915.829951
"C0106132436","M",1,2.197260,88015.076144
"C0106133024","M",1,1.161644,67635.425886
"C0106133076","M",0,2.912329,73186.132389
"C0106133087","S",2,2.947945,41424.298837
"C0106133204","",2,0.553425,46473.281045
"C0106133321","S",0,0.350685,57613.147374
"C0106134323","",1,-0.539726,47438.276315
"C0106134346","M",1,0.180822,88015.076144
"C0106134488","S",1,2.852055,71044.343394
"C0106135227","M",3,2.410959,60154.728843
"C0106135308","M",2,1.076712,40977.507859
"C0106136076","S",1,2.082192,83659.474471
"C0106137485","M",3,0.008219,56388.744774
"C0106137578","M",1,1.967123,74108.401746
"C0106139553","",1,0.142466,67920.468764
"C0106139636","",0,-0.854795,55315.103610
"C0106139786","S",0,0.328767,58435.926389
"C0106139862","",2,0.772603,67954.649495
"C0106140648","S",1,1.205479,28417.920469
"C0106141077","M",3,-0.657534,64697.103793
"C0106141237","S",0,0.794521,43246.253853
"C0106141309","M",1,1.745205,58747.215186
"C0106141343","S",0,2.605479,55269.936216
"C0106141554","",0,-0.602740,28722.495193
"C0106143113","",2,2.632877,58728.904080
"C0106143350","S",7,2.660274,88015.076144
"C0106144083","M",0,2.810959,41036.103397
"C0106144157","",1,1.687671,64741.050447
"C0106144717","M",2,-0.597260,88015.076144
"C0106145649","M",2,1.317808,88015.076144
"C0106145669","M",1,1.290411,36435.132908
"C0106145680","S",0,2.841096,33915.524766
"C0106145890","",2,1.561644,42705.465865
"C0106146018","M",1,0.263014,37977.538377
"C0106146062","M",1,0.663014,28309.884945
"C0106146410","",1,1.575342,34859.157079
"C0106147065","S",0,1.520548,17789.544359
"C0106147437","",0,0.575342,69151.585437
"C0106148086","S",0,1.101370,51740.165410
"C0106148298","M",1,1.884932,40406.811731
"C0106149016","M",3,0.786301,39160.435804
"C0106150742","M",3,2.882192,64822.229682
"C0106151108","M",1,-0.526027,60711.996826
"C0106151642","M",1,2.649315,64684.286019
"C0106152082","",2,2.090411,25591.906491
"C0106152152","",0,1.158904,39031.037324
"C0106152380","",0,0.410959,66923.734245
"C0106152401","M",3,1.134247,88015.076144
"C0106153213","",1,2.969863,38183.843501
"C0106154214","",0,2.068493,82305.673391
"C0106154502","M",1,2.082192,41781.365398
"C0106154581","M",2,1.010959,28315.988647
"C0106154628","M",2,2.679452,46798.608356
"C0106154927","M",1,1.410959,50978.423414
"C0106155256","",0,0.638356,41113.620411
"C0106155470","",1,2.005479,58432.264168
"C0106156113","S",1,1.342466,47295.449690
"C0106156446","",1,0.079452,65067.598498
"C0106156858","S",0,0.389041,43616.138188
"C0106157120","S",1,1.400000,62352.671896
"C0106157186","",0,2.539726,88015.076144
"C0106158308","S",0,1.509589,62392.956328
"C0106158389","M",1,1.821918,49726.554155
"C0106159395","S",2,1.890411,58409.680471
"C0106161331","",0,0.054795,31300.088504
"C0106162445","M",3,1.860274,88015.076144
"C0106162896","M",1,0.383562,53245.948668
"C0106163066","M",3,1.684932,38084.963530
"C0106163271","",1,0.975342,42605.365154
"C0106163397","M",2,2.849315,67100.131230
"C0106163407","S",2,0.728767,67910.702841
"C0106163881","",7,1.043836,82063.356426
"C0106165277","",0,2.252055,85482.650227
"C0106165340","",1,1.293151,54149.296548
"C0106165431","M",2,2.279452,83437.910092
"C0106165594","",1,-0.558904,83782.158879
"C0106166025","M",1,-0.460274,85823.847163
"C0106166148","S",1,2.715068,69187.597278
"C0106166519","S",0,0.824658,62602.923673
"C0106166962","",1,2.339726,39026.764733
"C0106167497","S",3,2.684932,68930.631428
"C0106167571","S",0,1.290411,67991.882076
"C0106168683","M",1,2.627397,52410.962249
"C0106168866","S",1,2.975342,62598.651082
"C0106169677","S",0,1.213699,88015.076144
"C0106169685","",0,1.936986,72205.267495
"C0106169686","",4,1.520548,60737.632374
"C0106170276","S",3,2.950685,59499.801630
"C0106170629","M",0,1.093151,60251.777703
"C0106170886","S",2,0.586301,42544.938505
"C0106170957","M",2,0.863014,47861.873226
"C0106171371","",0,2.791781,78135.624256
"C0106172214","S",1,0.928767,88015.076144
"C0106172254","S",1,1.397260,51134.678182
"C0106172303","S",4,0.106849,55888.241218
"C0106173178","S",0,2.350685,29923.703726
"C0106173719","M",1,1.594521,35319.376202
"C0106175213","S",0,0.189041,83659.474471
"C0106175321","S",0,1.175342,56684.163945
"C0106175879","S",2,1.841096,54026.001770
"C0106177115","M",0,0.556164,31074.251534
"C0106177350","",0,0.835616,60530.106510
"C0106177828","M",3,2.695890,85525.376141
"C0106178033","",1,1.101370,88015.076144
"C0106178118","",0,0.915068,65662.709433
"C0106180161","",2,0.361644,49671.010468
"C0106181041","S",0,2.961644,58365.733818
"C0106181457","S",4,0.432877,41116.672262
"C0106181952","S",0,-0.594521,84195.989868
"C0106182100","M",1,2.767123,37542.954802
"C0106182216","M",0,2.063014,50207.525864
"C0106182716","S",0,2.512329,56650.593585
"C0106182832","",0,1.008219,54948.271126
"C0106183544","S",2,-0.575342,31633.960997
"C0106184099","M",0,0.153425,82063.356426
"C0106184618","S",1,2.846575,73226.416822
"C0106185507","S",1,-0.586301,88015.076144
"C0106185659","M",4,1.271233,57594.836268
"C0106187532","M",1,1.104110,25194.555498
"C0106188582","S",2,1.550685,61830.195013
"C0106188833","S",1,1.495890,35251.625111
"C0106189589","",0,3.002740,23401.287881
"C0106189932","",0,1.726027,50073.244423
"C0106190883","S",0,1.079452,48571.733757
"C0106191767","",1,1.106849,62698.751793
"C0106194201","",0,1.575342,33109.836116
"C0106194963","S",1,0.331507,33694.570757
"C0106195059","S",2,1.334247,56238.593707
"C0106195101","M",1,1.010959,74074.831385
"C0106195208","S",0,-0.630137,70892.971587
"C0106195702","M",1,0.767123,88015.076144
"C0106195734","S",0,2.928767,61333.353679
